,지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),지면온도(°C)
0,168,여수,2019-01-01 1:00,-0.4,,2.6,230.0,45.0,1024.5,,,,0.0,-3.3
1,168,여수,2019-01-01 2:00,-0.1,,3.2,360.0,52.0,1024.4,,,,0.0,-3.1
2,168,여수,2019-01-01 3:00,0.2,,5.4,360.0,54.0,1024.2,,,,0.0,-2.3
3,168,여수,2019-01-01 4:00,0.0,,6.8,320.0,55.0,1023.6,,,,0.0,-2.3
4,168,여수,2019-01-01 5:00,0.1,,6.0,340.0,56.0,1023.8,,,,0.0,-2.2
5,168,여수,2019-01-01 6:00,0.3,,4.3,340.0,57.0,1023.5,,,,0.0,-2.5
6,168,여수,2019-01-01 7:00,0.4,,7.6,340.0,57.0,1023.5,,,,4.0,-2.0
7,168,여수,2019-01-01 8:00,0.3,,3.8,20.0,58.0,1024.0,0.0,0.0,,4.0,-1.7
8,168,여수,2019-01-01 9:00,0.9,,6.9,320.0,56.0,1024.7,0.6,0.1,,4.0,1.0
9,168,여수,2019-01-01 10:00,1.9,,7.7,340.0,55.0,1025.0,1.0,0.69,,5.0,4.1
10,168,여수,2019-01-01 11:00,2.6,,6.5,340.0,52.0,1024.5,1.0,0.91,,2.0,8.6
11,168,여수,2019-01-01 12:00,3.7,,6.9,320.0,48.0,1023.2,1.0,1.58,,3.0,12.4
12,168,여수,2019-01-01 13:00,4.5,,6.6,320.0,45.0,1022.4,1.0,1.74,,2.0,13.1
13,168,여수,2019-01-01 14:00,4.4,,7.7,340.0,47.0,1021.8,1.0,1.37,,6.0,8.2
14,168,여수,2019-01-01 15:00,5.1,,7.2,290.0,50.0,1021.9,1.0,1.5,,7.0,11.9
15,168,여수,2019-01-01 16:00,3.3,,9.0,320.0,56.0,1022.4,0.5,0.39,,7.0,4.8
16,168,여수,2019-01-01 17:00,2.6,,5.4,320.0,57.0,1022.8,0.0,0.0,,6.0,1.9
17,168,여수,2019-01-01 18:00,2.1,,3.1,340.0,59.0,1023.5,0.0,0.0,,7.0,1.3
18,168,여수,2019-01-01 19:00,1.4,,7.6,320.0,61.0,1023.8,,,,8.0,0.0
19,168,여수,2019-01-01 20:00,0.9,,7.9,320.0,57.0,1024.1,,,,4.0,-0.9
20,168,여수,2019-01-01 21:00,0.5,,4.7,320.0,61.0,1024.0,,,,8.0,-0.5
21,168,여수,2019-01-01 22:00,0.6,,6.4,340.0,60.0,1023.8,,,,9.0,-0.1
22,168,여수,2019-01-01 23:00,0.4,,4.8,340.0,63.0,1024.3,,,,8.0,-0.7
23,168,여수,2019-01-02 0:00,0.2,,5.8,320.0,64.0,1024.5,,,,5.0,-1.0
24,168,여수,2019-01-02 1:00,-0.3,,4.5,340.0,66.0,1025.1,,,,5.0,-2.3
25,168,여수,2019-01-02 2:00,-0.5,,7.2,320.0,63.0,1025.1,,,,2.0,-2.1
26,168,여수,2019-01-02 3:00,-0.8,,5.8,320.0,63.0,1025.5,,,,3.0,-2.6
27,168,여수,2019-01-02 4:00,-1.0,,8.2,320.0,62.0,1025.1,,,,3.0,-2.5
28,168,여수,2019-01-02 5:00,-1.3,,7.0,320.0,61.0,1024.9,,,,1.0,-3.0
29,168,여수,2019-01-02 6:00,-1.3,,6.2,320.0,60.0,1024.7,,,,2.0,-3.0
30,168,여수,2019-01-02 7:00,-0.9,,6.7,320.0,60.0,1024.9,,,,3.0,-2.9
31,168,여수,2019-01-02 8:00,-0.6,,5.6,320.0,60.0,1025.5,0.0,0.0,,4.0,-2.3
32,168,여수,2019-01-02 9:00,-0.1,,6.7,320.0,60.0,1026.0,0.5,0.05,,0.0,0.0
33,168,여수,2019-01-02 10:00,1.5,,8.1,320.0,55.0,1025.6,1.0,0.69,,2.0,3.4
34,168,여수,2019-01-02 11:00,2.1,,6.3,340.0,53.0,1025.1,1.0,1.19,,2.0,8.5
35,168,여수,2019-01-02 12:00,3.3,,5.3,340.0,47.0,1024.1,1.0,1.6,,0.0,13.1
36,168,여수,2019-01-02 13:00,4.4,,4.3,340.0,40.0,1023.1,1.0,1.75,,0.0,15.0
37,168,여수,2019-01-02 14:00,5.1,,4.8,340.0,36.0,1022.1,1.0,1.67,,0.0,7.3
38,168,여수,2019-01-02 15:00,4.8,,6.8,340.0,37.0,1021.9,1.0,1.37,,0.0,8.5
39,168,여수,2019-01-02 16:00,4.5,,8.1,320.0,42.0,1022.1,1.0,0.84,,0.0,6.2
40,168,여수,2019-01-02 17:00,4.1,,7.6,320.0,43.0,1022.6,1.0,0.22,,0.0,2.5
41,168,여수,2019-01-02 18:00,2.7,,7.0,320.0,45.0,1023.3,0.0,0.0,,0.0,0.4
42,168,여수,2019-01-02 19:00,1.8,,6.9,340.0,50.0,1023.7,,,,0.0,-0.1
43,168,여수,2019-01-02 20:00,1.0,,6.6,340.0,55.0,1024.0,,,,1.0,-1.0
44,168,여수,2019-01-02 21:00,0.5,,7.9,340.0,58.0,1023.7,,,,0.0,-1.4
45,168,여수,2019-01-02 22:00,0.0,,8.2,340.0,60.0,1023.9,,,,0.0,-1.7
46,168,여수,2019-01-02 23:00,-0.3,,5.6,340.0,59.0,1023.7,,,,0.0,-2.3
47,168,여수,2019-01-03 0:00,-0.6,,4.5,340.0,59.0,1024.1,,,,0.0,-2.9
48,168,여수,2019-01-03 1:00,-0.7,,6.0,340.0,56.0,1024.1,,,,0.0,-2.8
49,168,여수,2019-01-03 2:00,-0.7,,6.3,340.0,57.0,1024.3,,,,1.0,-2.8
50,168,여수,2019-01-03 3:00,-0.7,,7.7,340.0,59.0,1024.5,,,,0.0,-2.6
51,168,여수,2019-01-03 4:00,-0.8,,6.4,340.0,61.0,1024.3,,,,0.0,-2.4
52,168,여수,2019-01-03 5:00,-1.0,,4.1,360.0,60.0,1024.3,,,,0.0,-2.9
53,168,여수,2019-01-03 6:00,-1.3,,4.4,320.0,58.0,1024.7,,,,0.0,-3.3
54,168,여수,2019-01-03 7:00,-1.3,,5.2,320.0,49.0,1024.9,,,,0.0,-3.4
55,168,여수,2019-01-03 8:00,-1.2,,5.9,340.0,53.0,1025.2,0.0,0.0,,0.0,-2.8
56,168,여수,2019-01-03 9:00,-0.2,,5.6,340.0,50.0,1025.9,0.6,0.12,,0.0,0.3
57,168,여수,2019-01-03 10:00,1.5,,4.8,320.0,44.0,1026.6,1.0,0.72,,2.0,4.2
58,168,여수,2019-01-03 11:00,2.8,,1.6,50.0,51.0,1026.4,1.0,1.27,,0.0,12.2
59,168,여수,2019-01-03 12:00,4.1,,1.1,160.0,47.0,1025.7,1.0,1.62,,0.0,17.3
60,168,여수,2019-01-03 13:00,4.6,,1.4,90.0,45.0,1024.8,1.0,1.74,,0.0,19.0
61,168,여수,2019-01-03 14:00,4.9,,2.5,90.0,42.0,1024.1,1.0,1.62,,0.0,9.1
62,168,여수,2019-01-03 15:00,6.2,,1.1,90.0,36.0,1024.0,1.0,1.29,,0.0,10.9
63,168,여수,2019-01-03 16:00,6.2,,1.1,110.0,36.0,1024.1,1.0,0.8,,0.0,9.5
64,168,여수,2019-01-03 17:00,6.7,,0.7,200.0,32.0,1024.2,1.0,0.2,,0.0,3.5
65,168,여수,2019-01-03 18:00,5.0,,0.0,0.0,36.0,1024.5,0.0,0.0,,0.0,-1.0
66,168,여수,2019-01-03 19:00,3.8,,0.0,0.0,42.0,1024.9,,,,0.0,-2.5
67,168,여수,2019-01-03 20:00,3.3,,2.3,270.0,40.0,1025.3,,,,0.0,-2.5
68,168,여수,2019-01-03 21:00,2.7,,0.8,250.0,44.0,1025.1,,,,0.0,-3.4
69,168,여수,2019-01-03 22:00,2.2,,0.7,70.0,50.0,1024.9,,,,2.0,-3.1
70,168,여수,2019-01-03 23:00,1.6,,1.8,270.0,48.0,1025.2,,,,0.0,-3.3
71,168,여수,2019-01-04 0:00,1.9,,1.9,20.0,41.0,1024.8,,,,0.0,-2.9
72,168,여수,2019-01-04 1:00,1.2,,0.3,0.0,41.0,1024.8,,,,0.0,-4.1
73,168,여수,2019-01-04 2:00,0.7,,0.8,230.0,56.0,1025.1,,,,0.0,-4.4
74,168,여수,2019-01-04 3:00,0.8,,1.9,70.0,55.0,1024.1,,,,0.0,-3.9
75,168,여수,2019-01-04 4:00,-0.2,,1.7,270.0,53.0,1024.0,,,,0.0,-4.6
76,168,여수,2019-01-04 5:00,-0.1,,0.6,290.0,54.0,1024.1,,,,0.0,-5.0
77,168,여수,2019-01-04 6:00,-0.1,,1.8,50.0,53.0,1023.1,,,,0.0,-4.5
78,168,여수,2019-01-04 7:00,0.5,,2.7,70.0,51.0,1022.6,,,,0.0,-3.4
79,168,여수,2019-01-04 8:00,-0.4,,1.9,290.0,57.0,1023.2,0.0,0.0,,0.0,-4.1
80,168,여수,2019-01-04 9:00,0.8,,0.0,0.0,51.0,1023.7,0.6,0.12,,4.0,1.8
81,168,여수,2019-01-04 10:00,2.2,,2.1,70.0,48.0,1023.1,0.4,0.21,,7.0,3.7
82,168,여수,2019-01-04 11:00,3.4,,0.5,90.0,48.0,1023.3,0.6,0.45,,5.0,7.6
83,168,여수,2019-01-04 12:00,3.9,,2.8,230.0,54.0,1022.7,0.1,0.26,,10.0,5.4
84,168,여수,2019-01-04 13:00,4.9,,2.2,360.0,36.0,1021.7,0.0,0.2,,10.0,8.0
85,168,여수,2019-01-04 14:00,6.4,,2.6,290.0,28.0,1020.3,0.3,0.74,,9.0,11.3
86,168,여수,2019-01-04 15:00,5.6,,1.9,200.0,39.0,1019.9,0.0,0.27,,10.0,8.6
87,168,여수,2019-01-04 16:00,5.6,,2.3,230.0,43.0,1019.7,0.0,0.03,,10.0,6.8
88,168,여수,2019-01-04 17:00,5.5,,1.7,290.0,33.0,1019.5,0.0,0.0,,10.0,4.8
89,168,여수,2019-01-04 18:00,5.2,0.0,4.9,320.0,47.0,1019.5,0.0,0.0,,10.0,4.1
90,168,여수,2019-01-04 19:00,4.7,,3.0,250.0,53.0,1019.1,,,,10.0,3.2
91,168,여수,2019-01-04 20:00,4.2,,3.4,270.0,53.0,1018.9,,,,9.0,3.1
92,168,여수,2019-01-04 21:00,4.1,0.0,3.6,230.0,51.0,1018.8,,,,10.0,3.0
93,168,여수,2019-01-04 22:00,4.2,,3.2,320.0,48.0,1018.7,,,,10.0,3.0
94,168,여수,2019-01-04 23:00,4.4,,1.7,360.0,50.0,1017.7,,,,10.0,2.5
95,168,여수,2019-01-05 0:00,4.7,,4.9,320.0,50.0,1017.9,,,,10.0,3.3
96,168,여수,2019-01-05 1:00,4.8,,3.7,320.0,56.0,1017.3,,,,10.0,3.4
97,168,여수,2019-01-05 2:00,4.9,,5.2,360.0,60.0,1017.0,,,,10.0,3.6
98,168,여수,2019-01-05 3:00,5.0,,6.1,360.0,62.0,1017.1,,,,10.0,3.8
99,168,여수,2019-01-05 4:00,4.8,,3.1,360.0,62.0,1016.4,,,,10.0,3.5
100,168,여수,2019-01-05 5:00,4.6,,4.7,340.0,59.0,1015.8,,,,10.0,3.1
101,168,여수,2019-01-05 6:00,4.6,,4.4,360.0,58.0,1016.3,,,,10.0,3.1
102,168,여수,2019-01-05 7:00,4.6,,4.6,340.0,59.0,1016.2,,,,8.0,2.9
103,168,여수,2019-01-05 8:00,4.7,,4.8,20.0,59.0,1016.1,0.0,0.0,,9.0,3.2
104,168,여수,2019-01-05 9:00,4.5,,3.5,20.0,62.0,1017.0,0.0,0.0,,8.0,4.2
105,168,여수,2019-01-05 10:00,4.5,,3.9,20.0,58.0,1017.6,0.0,0.03,,5.0,5.3
106,168,여수,2019-01-05 11:00,5.3,,2.5,50.0,51.0,1017.2,0.0,0.19,,10.0,8.6
107,168,여수,2019-01-05 12:00,5.3,,4.8,320.0,50.0,1016.2,0.0,0.36,,9.0,8.9
108,168,여수,2019-01-05 13:00,7.0,,4.4,320.0,40.0,1015.3,0.3,0.79,,3.0,15.4
109,168,여수,2019-01-05 14:00,7.9,,1.5,70.0,43.0,1014.8,1.0,1.49,,0.0,11.7
110,168,여수,2019-01-05 15:00,8.5,,1.0,50.0,37.0,1014.2,1.0,1.18,,0.0,12.7
111,168,여수,2019-01-05 16:00,9.2,,5.9,320.0,19.0,1014.4,1.0,0.77,,0.0,10.0
112,168,여수,2019-01-05 17:00,8.1,,3.5,320.0,17.0,1014.5,1.0,0.26,,0.0,5.0
113,168,여수,2019-01-05 18:00,6.5,,4.6,320.0,17.0,1014.8,0.0,0.0,,0.0,2.4
114,168,여수,2019-01-05 19:00,5.7,,5.8,320.0,20.0,1015.1,,,,0.0,1.9
115,168,여수,2019-01-05 20:00,5.2,,5.3,340.0,25.0,1015.5,,,,0.0,1.3
116,168,여수,2019-01-05 21:00,4.4,,1.2,340.0,30.0,1015.8,,,,0.0,-0.8
117,168,여수,2019-01-05 22:00,3.5,,0.1,0.0,35.0,1016.2,,,,2.0,-2.7
118,168,여수,2019-01-05 23:00,2.9,,4.4,340.0,39.0,1016.1,,,,2.0,-1.2
119,168,여수,2019-01-06 0:00,2.2,,2.5,290.0,43.0,1016.3,,,,0.0,-2.6
120,168,여수,2019-01-06 1:00,1.9,,1.9,360.0,40.0,1016.0,,,,7.0,-2.2
121,168,여수,2019-01-06 2:00,1.8,,3.8,340.0,40.0,1017.4,,,,9.0,0.2
122,168,여수,2019-01-06 3:00,1.5,,4.7,340.0,38.0,1017.5,,,,9.0,0.2
123,168,여수,2019-01-06 4:00,1.4,,6.0,340.0,35.0,1017.7,,,,9.0,0.2
124,168,여수,2019-01-06 5:00,1.4,,3.3,360.0,38.0,1017.2,,,,8.0,-1.0
125,168,여수,2019-01-06 6:00,1.0,,1.1,360.0,39.0,1017.5,,,,6.0,-2.5
126,168,여수,2019-01-06 7:00,0.6,,2.9,360.0,40.0,1017.8,,,,5.0,-2.1
127,168,여수,2019-01-06 8:00,0.5,,1.5,70.0,38.0,1017.8,0.0,0.0,,2.0,-3.4
128,168,여수,2019-01-06 9:00,1.3,,2.7,340.0,38.0,1018.9,0.5,0.11,,5.0,2.2
129,168,여수,2019-01-06 10:00,2.3,,2.8,320.0,38.0,1019.1,1.0,0.51,,0.0,4.9
130,168,여수,2019-01-06 11:00,4.4,,2.0,50.0,31.0,1019.2,1.0,1.14,,0.0,13.5
131,168,여수,2019-01-06 12:00,6.0,,1.5,140.0,35.0,1018.4,1.0,1.65,,0.0,18.8
132,168,여수,2019-01-06 13:00,7.1,,3.1,200.0,24.0,1017.6,1.0,1.77,,0.0,18.8
133,168,여수,2019-01-06 14:00,8.1,,3.5,230.0,20.0,1016.8,1.0,1.72,,0.0,9.3
134,168,여수,2019-01-06 15:00,9.0,,5.4,290.0,15.0,1016.9,1.0,1.45,,0.0,12.1
135,168,여수,2019-01-06 16:00,8.1,,2.7,70.0,20.0,1016.9,1.0,0.96,,0.0,10.9
136,168,여수,2019-01-06 17:00,7.3,,6.4,340.0,16.0,1016.8,1.0,0.35,,0.0,5.2
137,168,여수,2019-01-06 18:00,6.1,,4.6,360.0,20.0,1017.3,0.0,0.0,,0.0,2.3
138,168,여수,2019-01-06 19:00,5.3,,6.0,360.0,20.0,1018.0,,,,2.0,2.2
139,168,여수,2019-01-06 20:00,4.0,,7.0,340.0,28.0,1018.2,,,,3.0,1.5
140,168,여수,2019-01-06 21:00,3.4,,6.4,320.0,33.0,1018.9,,,,8.0,1.3
141,168,여수,2019-01-06 22:00,2.9,,6.9,320.0,38.0,1018.9,,,,6.0,1.0
142,168,여수,2019-01-06 23:00,2.6,,7.5,320.0,39.0,1019.2,,,,8.0,0.8
143,168,여수,2019-01-07 0:00,1.9,,6.1,320.0,38.0,1018.9,,,,5.0,-0.2
144,168,여수,2019-01-07 1:00,1.7,,5.9,320.0,40.0,1018.8,,,,5.0,-0.8
145,168,여수,2019-01-07 2:00,1.3,,5.9,320.0,42.0,1019.0,,,,1.0,-1.5
146,168,여수,2019-01-07 3:00,1.0,,2.8,290.0,43.0,1019.0,,,,0.0,-2.4
147,168,여수,2019-01-07 4:00,0.5,,1.7,320.0,45.0,1018.7,,,,0.0,-3.3
148,168,여수,2019-01-07 5:00,0.7,,2.1,20.0,44.0,1018.5,,,,0.0,-3.4
149,168,여수,2019-01-07 6:00,0.7,,3.5,340.0,38.0,1018.8,,,,0.0,-2.6
150,168,여수,2019-01-07 7:00,0.7,,4.1,340.0,40.0,1019.0,,,,3.0,-2.1
151,168,여수,2019-01-07 8:00,0.8,,3.8,340.0,45.0,1019.0,0.0,0.0,,2.0,-1.7
152,168,여수,2019-01-07 9:00,1.6,,3.6,340.0,46.0,1019.7,0.5,0.1,,1.0,1.6
153,168,여수,2019-01-07 10:00,3.6,,3.3,320.0,41.0,1020.1,1.0,0.66,,0.0,7.2
154,168,여수,2019-01-07 11:00,5.2,,4.5,320.0,34.0,1019.8,1.0,1.21,,0.0,12.7
155,168,여수,2019-01-07 12:00,6.9,,3.6,320.0,27.0,1018.7,1.0,1.54,,0.0,17.4
156,168,여수,2019-01-07 13:00,8.1,,2.1,250.0,28.0,1017.5,1.0,1.6,,0.0,19.4
157,168,여수,2019-01-07 14:00,7.8,,5.2,20.0,25.0,1017.2,1.0,1.56,,0.0,12.2
158,168,여수,2019-01-07 15:00,8.8,,3.4,320.0,28.0,1017.2,1.0,1.22,,0.0,12.4
159,168,여수,2019-01-07 16:00,8.0,,4.7,320.0,34.0,1017.0,1.0,0.75,,3.0,10.1
160,168,여수,2019-01-07 17:00,6.4,,7.3,320.0,37.0,1017.0,0.8,0.16,,5.0,5.1
161,168,여수,2019-01-07 18:00,5.3,,5.3,340.0,41.0,1017.1,0.0,0.0,,7.0,2.9
162,168,여수,2019-01-07 19:00,4.6,,5.8,320.0,44.0,1017.4,,,,7.0,2.1
163,168,여수,2019-01-07 20:00,4.1,,6.1,320.0,47.0,1017.4,,,,7.0,1.6
164,168,여수,2019-01-07 21:00,3.7,,5.2,320.0,51.0,1017.2,,,,7.0,1.7
165,168,여수,2019-01-07 22:00,3.6,,6.5,320.0,53.0,1017.5,,,,9.0,2.2
166,168,여수,2019-01-07 23:00,3.3,,5.4,340.0,51.0,1017.8,,,,10.0,2.0
167,168,여수,2019-01-08 0:00,3.0,,6.0,320.0,51.0,1017.3,,,,9.0,1.7
168,168,여수,2019-01-08 1:00,2.9,,6.9,320.0,54.0,1017.1,,,,8.0,1.4
169,168,여수,2019-01-08 2:00,2.7,,2.7,320.0,55.0,1017.4,,,,8.0,0.6
170,168,여수,2019-01-08 3:00,2.5,,3.0,340.0,57.0,1017.3,,,,7.0,-0.5
171,168,여수,2019-01-08 4:00,2.1,,3.7,340.0,58.0,1017.4,,,,5.0,-1.1
172,168,여수,2019-01-08 5:00,2.1,,4.5,320.0,59.0,1017.1,,,,6.0,-0.8
173,168,여수,2019-01-08 6:00,2.2,,1.0,20.0,60.0,1017.4,,,,8.0,-1.4
174,168,여수,2019-01-08 7:00,2.4,,5.5,340.0,57.0,1017.5,,,,6.0,-0.1
175,168,여수,2019-01-08 8:00,2.4,,6.3,340.0,58.0,1017.3,0.0,0.0,,3.0,0.6
176,168,여수,2019-01-08 9:00,2.6,,8.6,320.0,61.0,1017.6,0.5,0.08,,0.0,2.6
177,168,여수,2019-01-08 10:00,3.6,,7.8,340.0,55.0,1018.1,1.0,0.62,,0.0,6.1
178,168,여수,2019-01-08 11:00,4.5,,7.4,320.0,50.0,1018.4,1.0,1.14,,0.0,11.0
179,168,여수,2019-01-08 12:00,5.3,,8.4,340.0,40.0,1017.1,1.0,1.52,,0.0,13.7
180,168,여수,2019-01-08 13:00,6.6,,4.5,320.0,43.0,1016.4,1.0,1.69,,0.0,17.3
181,168,여수,2019-01-08 14:00,6.7,,6.6,320.0,41.0,1016.0,1.0,1.61,,0.0,10.1
182,168,여수,2019-01-08 15:00,6.9,,5.8,340.0,38.0,1015.6,1.0,1.34,,3.0,11.7
183,168,여수,2019-01-08 16:00,6.7,,5.3,320.0,38.0,1016.1,1.0,0.91,,0.0,9.3
184,168,여수,2019-01-08 17:00,4.5,,8.8,320.0,40.0,1016.8,1.0,0.22,,0.0,3.6
185,168,여수,2019-01-08 18:00,2.9,,8.3,290.0,37.0,1017.6,0.0,0.0,,0.0,0.8
186,168,여수,2019-01-08 19:00,1.9,,9.1,320.0,36.0,1018.6,,,,1.0,0.0
187,168,여수,2019-01-08 20:00,1.1,,8.0,320.0,33.0,1019.1,,,,0.0,-1.0
188,168,여수,2019-01-08 21:00,0.5,,8.4,320.0,37.0,1019.8,,,,0.0,-1.3
189,168,여수,2019-01-08 22:00,0.2,,6.1,320.0,41.0,1020.7,,,,7.0,-1.8
190,168,여수,2019-01-08 23:00,-0.3,,5.9,320.0,46.0,1020.8,,,,8.0,-2.2
191,168,여수,2019-01-09 0:00,-0.5,,5.6,320.0,48.0,1021.2,,,,4.0,-2.1
192,168,여수,2019-01-09 1:00,-0.8,,4.6,320.0,56.0,1021.8,,,,10.0,-2.3
193,168,여수,2019-01-09 2:00,-1.0,,6.1,320.0,52.0,1022.5,,,,10.0,-1.9
194,168,여수,2019-01-09 3:00,-1.2,,5.5,360.0,48.0,1022.9,,,,9.0,-1.8
195,168,여수,2019-01-09 4:00,-1.7,,5.5,340.0,47.0,1023.6,,,,9.0,-2.6
196,168,여수,2019-01-09 5:00,-2.1,,4.3,340.0,50.0,1023.9,,,,9.0,-2.6
197,168,여수,2019-01-09 6:00,-2.7,,6.3,340.0,50.0,1024.5,,,,8.0,-3.9
198,168,여수,2019-01-09 7:00,-2.1,,3.5,20.0,50.0,1024.8,,,,9.0,-3.1
199,168,여수,2019-01-09 8:00,-1.7,,5.5,70.0,44.0,1024.4,0.0,0.0,,8.0,-3.0
200,168,여수,2019-01-09 9:00,-1.4,,6.5,50.0,42.0,1024.4,0.5,0.09,,5.0,0.1
201,168,여수,2019-01-09 10:00,-0.3,,5.5,50.0,34.0,1024.9,1.0,0.68,,3.0,4.4
202,168,여수,2019-01-09 11:00,0.8,,6.2,50.0,37.0,1024.7,1.0,1.26,,0.0,10.0
203,168,여수,2019-01-09 12:00,1.8,,5.5,70.0,35.0,1024.4,0.7,1.19,,8.0,10.4
204,168,여수,2019-01-09 13:00,2.9,,4.6,70.0,39.0,1023.5,0.1,0.93,,9.0,13.2
205,168,여수,2019-01-09 14:00,3.3,,3.7,90.0,42.0,1022.8,0.3,1.02,,9.0,11.6
206,168,여수,2019-01-09 15:00,3.6,,2.9,70.0,40.0,1022.5,0.0,0.49,,9.0,9.8
207,168,여수,2019-01-09 16:00,4.2,,2.4,70.0,42.0,1022.3,0.0,0.27,,9.0,8.6
208,168,여수,2019-01-09 17:00,4.1,,1.6,70.0,44.0,1021.7,0.2,0.05,,7.0,3.3
209,168,여수,2019-01-09 18:00,3.3,,1.2,230.0,51.0,1021.8,0.0,0.0,,5.0,0.2
210,168,여수,2019-01-09 19:00,2.9,,0.9,320.0,45.0,1022.3,,,,10.0,-0.7
211,168,여수,2019-01-09 20:00,2.4,,1.2,250.0,51.0,1021.7,,,,9.0,-1.1
212,168,여수,2019-01-09 21:00,2.2,,1.1,250.0,53.0,1021.3,,,,6.0,-0.6
213,168,여수,2019-01-09 22:00,1.9,,1.9,290.0,53.0,1020.9,,,,6.0,-1.1
214,168,여수,2019-01-09 23:00,2.4,,0.5,20.0,46.0,1020.6,,,,9.0,0.3
215,168,여수,2019-01-10 0:00,2.6,,0.0,0.0,50.0,1019.4,,,,8.0,0.2
216,168,여수,2019-01-10 1:00,2.5,,1.6,250.0,52.0,1018.4,,,,9.0,1.1
217,168,여수,2019-01-10 2:00,2.7,,3.1,290.0,40.0,1018.5,,,,10.0,1.4
218,168,여수,2019-01-10 3:00,2.5,,1.5,90.0,40.0,1018.5,,,,10.0,1.4
219,168,여수,2019-01-10 4:00,2.7,,2.2,180.0,44.0,1017.7,,,,10.0,1.3
220,168,여수,2019-01-10 5:00,3.6,,5.6,340.0,26.0,1016.9,,,,10.0,2.2
221,168,여수,2019-01-10 6:00,3.4,,7.7,340.0,25.0,1016.8,,,,10.0,2.5
222,168,여수,2019-01-10 7:00,3.2,,4.1,320.0,21.0,1016.6,,,,7.0,1.2
223,168,여수,2019-01-10 8:00,3.2,,2.5,320.0,27.0,1016.5,0.0,0.0,,10.0,2.0
224,168,여수,2019-01-10 9:00,3.6,,2.8,320.0,31.0,1016.9,0.0,0.0,,10.0,4.0
225,168,여수,2019-01-10 10:00,3.9,,6.0,320.0,34.0,1017.0,0.0,0.2,,10.0,6.8
226,168,여수,2019-01-10 11:00,5.4,,6.3,320.0,24.0,1017.2,0.6,1.02,,5.0,15.2
227,168,여수,2019-01-10 12:00,6.4,,7.3,340.0,25.0,1015.7,1.0,2.1,,4.0,19.3
228,168,여수,2019-01-10 13:00,6.4,,8.1,340.0,32.0,1015.0,1.0,1.82,,0.0,16.7
229,168,여수,2019-01-10 14:00,7.5,,7.8,320.0,35.0,1014.7,1.0,1.65,,0.0,9.5
230,168,여수,2019-01-10 15:00,7.5,,7.1,320.0,37.0,1014.8,1.0,1.35,,0.0,10.9
231,168,여수,2019-01-10 16:00,7.1,,6.5,360.0,44.0,1015.0,1.0,0.83,,0.0,10.2
232,168,여수,2019-01-10 17:00,5.8,,7.3,340.0,51.0,1015.0,0.9,0.25,,0.0,4.9
233,168,여수,2019-01-10 18:00,5.1,,8.1,320.0,54.0,1016.6,0.0,0.0,,4.0,3.1
234,168,여수,2019-01-10 19:00,4.8,,4.3,340.0,57.0,1017.1,,,,8.0,2.2
235,168,여수,2019-01-10 20:00,4.6,,6.0,20.0,59.0,1016.4,,,,7.0,1.8
236,168,여수,2019-01-10 21:00,4.1,,5.7,360.0,61.0,1016.1,,,,0.0,1.1
237,168,여수,2019-01-10 22:00,3.6,,6.8,320.0,64.0,1016.8,,,,0.0,1.1
238,168,여수,2019-01-10 23:00,3.2,,4.5,320.0,66.0,1016.6,,,,4.0,0.3
239,168,여수,2019-01-11 0:00,2.9,,3.9,320.0,64.0,1016.9,,,,7.0,0.0
240,168,여수,2019-01-11 1:00,2.7,,4.7,320.0,62.0,1016.6,,,,9.0,0.6
241,168,여수,2019-01-11 2:00,2.5,,4.9,340.0,63.0,1016.5,,,,10.0,0.7
242,168,여수,2019-01-11 3:00,2.3,,2.6,20.0,64.0,1016.1,,,,8.0,-0.1
243,168,여수,2019-01-11 4:00,2.2,,1.6,20.0,65.0,1016.0,,,,8.0,-0.3
244,168,여수,2019-01-11 5:00,1.6,,1.1,270.0,68.0,1016.3,,,,7.0,-2.6
245,168,여수,2019-01-11 6:00,1.0,,2.6,50.0,71.0,1016.7,,,,6.0,-1.7
246,168,여수,2019-01-11 7:00,1.0,,2.3,50.0,70.0,1017.5,,,,6.0,-2.2
247,168,여수,2019-01-11 8:00,1.3,,2.7,50.0,68.0,1018.1,0.0,0.0,,9.0,0.0
248,168,여수,2019-01-11 9:00,1.9,,3.0,50.0,59.0,1017.9,0.4,0.06,,8.0,2.3
249,168,여수,2019-01-11 10:00,2.8,,5.5,50.0,54.0,1017.6,0.6,0.36,,3.0,6.1
250,168,여수,2019-01-11 11:00,4.0,,6.7,50.0,53.0,1018.0,1.0,1.17,,0.0,12.0
251,168,여수,2019-01-11 12:00,4.8,,4.7,50.0,50.0,1017.7,1.0,1.54,,2.0,17.4
252,168,여수,2019-01-11 13:00,6.3,,4.7,70.0,47.0,1016.4,1.0,2.01,,5.0,23.7
253,168,여수,2019-01-11 14:00,6.6,,3.9,70.0,47.0,1015.3,1.0,1.52,,2.0,12.0
254,168,여수,2019-01-11 15:00,7.3,,2.2,70.0,44.0,1015.0,1.0,1.3,,0.0,13.7
