,지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),지면온도(°C)
17965,168,여수,2021-01-20 14:00,8.2,,1.9,50.0,50.0,1020.3,1.0,1.87,,0.0,23.5
17966,168,여수,2021-01-20 15:00,9.0,,1.5,90.0,55.0,1019.9,1.0,1.58,,0.0,19.7
17967,168,여수,2021-01-20 16:00,9.9,,1.9,110.0,58.0,1020.0,1.0,1.02,,3.0,11.9
17968,168,여수,2021-01-20 17:00,9.0,,1.0,90.0,62.0,1020.0,1.0,0.34,,5.0,8.3
17969,168,여수,2021-01-20 18:00,7.8,,0.9,90.0,67.0,1019.8,0.2,0.01,,5.0,4.4
17970,168,여수,2021-01-20 19:00,7.1,,0.8,90.0,70.0,1019.9,,,,7.0,3.2
17971,168,여수,2021-01-20 20:00,6.6,,0.6,20.0,72.0,1020.1,,,,3.0,1.9
17972,168,여수,2021-01-20 21:00,5.9,,0.4,0.0,76.0,1019.9,,,,5.0,1.5
17973,168,여수,2021-01-20 22:00,5.8,,1.2,50.0,76.0,1019.9,,,,5.0,1.8
17974,168,여수,2021-01-20 23:00,6.3,,1.1,20.0,67.0,1020.0,,,,9.0,3.7
17975,168,여수,2021-01-21 0:00,5.6,,2.5,70.0,77.0,1019.8,,,,9.0,4.3
17976,168,여수,2021-01-21 1:00,6.0,,1.6,70.0,69.0,1019.4,,,,10.0,3.8
17977,168,여수,2021-01-21 2:00,5.6,,2.5,50.0,71.0,1019.2,,,,10.0,4.2
17978,168,여수,2021-01-21 3:00,5.9,,1.9,70.0,71.0,1019.3,,,,9.0,4.4
17979,168,여수,2021-01-21 4:00,5.7,,3.6,50.0,74.0,1018.7,,,,9.0,4.1
17980,168,여수,2021-01-21 5:00,5.9,,1.2,90.0,72.0,1018.4,,,,9.0,4.5
17981,168,여수,2021-01-21 6:00,5.4,,2.4,70.0,78.0,1018.4,,,,9.0,4.4
17982,168,여수,2021-01-21 7:00,5.3,,3.2,70.0,76.0,1018.3,,,,9.0,4.4
17983,168,여수,2021-01-21 8:00,5.0,,0.8,90.0,79.0,1018.2,0.0,0.0,,5.0,2.7
17984,168,여수,2021-01-21 9:00,5.5,,2.1,70.0,77.0,1018.2,0.3,0.15,,2.0,4.2
17985,168,여수,2021-01-21 10:00,6.7,,2.6,70.0,72.0,1017.9,1.0,0.8,,0.0,7.3
17986,168,여수,2021-01-21 11:00,8.1,,2.1,70.0,66.0,1017.3,1.0,1.27,,2.0,12.5
17987,168,여수,2021-01-21 12:00,9.6,,2.3,50.0,70.0,1016.4,0.7,1.35,,5.0,17.0
17988,168,여수,2021-01-21 13:00,10.2,,1.3,70.0,71.0,1015.4,0.7,1.29,,8.0,16.1
17989,168,여수,2021-01-21 14:00,10.7,,1.6,90.0,70.0,1014.3,0.0,0.81,,8.0,19.6
17990,168,여수,2021-01-21 15:00,10.7,,2.0,90.0,71.0,1013.7,0.4,0.8,,7.0,16.3
17991,168,여수,2021-01-21 16:00,10.6,,0.9,70.0,70.0,1013.6,0.1,0.18,,10.0,12.4
17992,168,여수,2021-01-21 17:00,10.3,,1.2,90.0,70.0,1013.7,0.0,0.0,,10.0,9.6
17993,168,여수,2021-01-21 18:00,10.0,0.0,1.3,20.0,76.0,1013.8,0.0,0.01,,10.0,8.1
17994,168,여수,2021-01-21 19:00,9.5,,2.5,50.0,81.0,1013.7,,,,10.0,7.7
17995,168,여수,2021-01-21 20:00,9.1,,3.5,50.0,84.0,1013.7,,,,10.0,7.5
17996,168,여수,2021-01-21 21:00,8.8,1.3,2.8,50.0,90.0,1013.6,,,,10.0,7.5
17997,168,여수,2021-01-21 22:00,7.9,,3.9,50.0,94.0,1012.7,,,,10.0,7.1
17998,168,여수,2021-01-21 23:00,8.1,,0.7,50.0,97.0,1012.5,,,,10.0,7.3
17999,168,여수,2021-01-22 0:00,7.8,1.3,2.8,50.0,99.0,1011.9,,,,10.0,7.2
18000,168,여수,2021-01-22 1:00,7.8,,2.5,70.0,99.0,1011.4,,,,10.0,7.2
18001,168,여수,2021-01-22 2:00,7.8,,3.4,50.0,99.0,1011.0,,,,10.0,7.2
18002,168,여수,2021-01-22 3:00,7.7,0.7,2.2,70.0,100.0,1010.7,,,,10.0,7.2
18003,168,여수,2021-01-22 4:00,7.9,,1.3,50.0,100.0,1010.0,,,,10.0,7.3
18004,168,여수,2021-01-22 5:00,8.1,,1.5,70.0,100.0,1009.8,,,,10.0,7.3
18005,168,여수,2021-01-22 6:00,7.9,0.7,2.1,70.0,100.0,1010.3,,,,10.0,7.3
18006,168,여수,2021-01-22 7:00,7.8,,0.8,90.0,100.0,1010.6,,,,10.0,7.3
18007,168,여수,2021-01-22 8:00,7.6,,1.7,70.0,100.0,1010.7,0.0,0.0,,10.0,7.3
18008,168,여수,2021-01-22 9:00,8.1,0.1,1.7,50.0,100.0,1010.7,0.0,0.04,,9.0,8.7
18009,168,여수,2021-01-22 10:00,8.3,,1.5,70.0,100.0,1011.2,0.0,0.1,,9.0,9.2
18010,168,여수,2021-01-22 11:00,8.5,,1.3,90.0,100.0,1011.2,0.0,0.21,,9.0,10.1
18011,168,여수,2021-01-22 12:00,9.1,0.0,1.8,70.0,100.0,1010.2,0.0,0.33,,9.0,12.0
18012,168,여수,2021-01-22 13:00,9.1,,3.2,50.0,100.0,1009.7,0.0,0.35,,10.0,10.2
18013,168,여수,2021-01-22 14:00,9.3,,3.1,50.0,98.0,1009.3,0.0,0.13,,10.0,10.4
18014,168,여수,2021-01-22 15:00,10.0,0.0,1.4,20.0,98.0,1008.8,0.0,0.14,,10.0,10.8
18015,168,여수,2021-01-22 16:00,10.1,,1.1,90.0,95.0,1008.9,0.0,0.1,,10.0,10.4
18016,168,여수,2021-01-22 17:00,10.0,,2.8,50.0,93.0,1009.2,0.0,0.03,,10.0,9.5
18017,168,여수,2021-01-22 18:00,10.1,0.0,2.8,50.0,92.0,1009.7,0.0,0.0,,10.0,8.7
18018,168,여수,2021-01-22 19:00,9.8,,2.5,70.0,93.0,1010.1,,,,10.0,8.3
18019,168,여수,2021-01-22 20:00,10.0,,3.7,50.0,93.0,1009.8,,,,10.0,8.6
18020,168,여수,2021-01-22 21:00,10.0,0.0,3.0,50.0,92.0,1010.4,,,,10.0,8.7
18021,168,여수,2021-01-22 22:00,9.9,,3.8,50.0,93.0,1010.2,,,,10.0,8.7
18022,168,여수,2021-01-22 23:00,9.8,,4.5,50.0,95.0,1009.7,,,,10.0,8.6
18023,168,여수,2021-01-23 0:00,10.3,0.4,3.7,50.0,92.0,1009.4,,,,10.0,8.7
18024,168,여수,2021-01-23 1:00,9.9,,5.9,50.0,92.0,1009.1,,,,10.0,8.4
18025,168,여수,2021-01-23 2:00,9.7,,4.9,50.0,90.0,1009.2,,,,10.0,8.3
18026,168,여수,2021-01-23 3:00,9.9,0.0,3.9,70.0,89.0,1009.2,,,,10.0,8.3
18027,168,여수,2021-01-23 4:00,9.7,,4.1,70.0,87.0,1008.7,,,,10.0,8.2
18028,168,여수,2021-01-23 5:00,9.9,,1.5,90.0,85.0,1008.4,,,,10.0,8.1
18029,168,여수,2021-01-23 6:00,9.9,0.0,5.6,50.0,84.0,1008.5,,,,10.0,8.1
18030,168,여수,2021-01-23 7:00,10.1,,4.5,70.0,82.0,1008.5,,,,10.0,8.1
18031,168,여수,2021-01-23 8:00,10.1,,6.3,70.0,80.0,1008.6,0.0,0.01,,10.0,8.2
18032,168,여수,2021-01-23 9:00,10.1,0.1,5.4,50.0,82.0,1009.0,0.0,0.0,,10.0,8.5
18033,168,여수,2021-01-23 10:00,10.3,,6.2,50.0,82.0,1009.3,0.0,0.03,,10.0,9.0
18034,168,여수,2021-01-23 11:00,10.8,,6.9,50.0,79.0,1009.1,0.0,0.14,,10.0,9.9
18035,168,여수,2021-01-23 12:00,10.5,0.3,8.4,70.0,82.0,1008.2,0.0,0.24,,10.0,10.1
18036,168,여수,2021-01-23 13:00,11.0,,8.7,50.0,79.0,1007.3,0.0,0.53,,10.0,11.6
18037,168,여수,2021-01-23 14:00,11.2,,7.9,70.0,79.0,1006.9,0.0,0.32,,10.0,10.6
18038,168,여수,2021-01-23 15:00,11.2,0.0,7.0,70.0,78.0,1006.9,0.0,0.04,,10.0,9.9
18039,168,여수,2021-01-23 16:00,11.0,,6.8,50.0,78.0,1007.3,0.0,0.08,,10.0,9.7
18040,168,여수,2021-01-23 17:00,11.2,,7.9,50.0,74.0,1007.6,0.0,0.0,,10.0,9.1
18041,168,여수,2021-01-23 18:00,11.2,0.0,9.0,70.0,68.0,1008.3,0.0,0.0,,10.0,8.7
18042,168,여수,2021-01-23 19:00,10.8,,7.2,70.0,70.0,1009.3,,,,10.0,8.4
18043,168,여수,2021-01-23 20:00,10.4,,7.0,50.0,70.0,1009.8,,,,10.0,8.1
18044,168,여수,2021-01-23 21:00,10.4,0.0,6.1,50.0,67.0,1010.0,,,,10.0,7.9
18045,168,여수,2021-01-23 22:00,10.2,,6.3,20.0,68.0,1010.9,,,,10.0,7.7
18046,168,여수,2021-01-23 23:00,9.5,,6.3,20.0,71.0,1011.5,,,,10.0,7.4
18047,168,여수,2021-01-24 0:00,8.7,0.0,6.7,20.0,77.0,1011.7,,,,10.0,6.9
18048,168,여수,2021-01-24 1:00,8.5,,6.7,20.0,75.0,1011.7,,,,10.0,6.6
18049,168,여수,2021-01-24 2:00,8.5,,6.5,20.0,73.0,1012.3,,,,7.0,6.4
18050,168,여수,2021-01-24 3:00,8.5,0.0,6.1,20.0,70.0,1012.3,,,,8.0,6.0
18051,168,여수,2021-01-24 4:00,8.5,,6.5,20.0,67.0,1012.4,,,,6.0,5.8
18052,168,여수,2021-01-24 5:00,8.7,,5.7,20.0,65.0,1013.0,,,,9.0,6.2
18053,168,여수,2021-01-24 6:00,8.5,,5.5,50.0,67.0,1013.8,,,,6.0,5.4
18054,168,여수,2021-01-24 7:00,8.5,,4.3,20.0,64.0,1015.4,,,,3.0,5.0
18055,168,여수,2021-01-24 8:00,8.4,,5.0,50.0,62.0,1015.8,0.0,0.01,,2.0,5.0
18056,168,여수,2021-01-24 9:00,8.5,,5.5,50.0,66.0,1016.2,0.3,0.16,,0.0,6.0
18057,168,여수,2021-01-24 10:00,9.0,,5.6,50.0,67.0,1017.3,1.0,0.92,,0.0,8.1
18058,168,여수,2021-01-24 11:00,9.7,,6.8,70.0,63.0,1017.0,1.0,1.53,,0.0,11.3
18059,168,여수,2021-01-24 12:00,10.8,,3.6,50.0,55.0,1016.8,1.0,1.95,,3.0,16.1
18060,168,여수,2021-01-24 13:00,10.7,,6.4,50.0,56.0,1015.9,0.9,1.79,,8.0,14.1
18061,168,여수,2021-01-24 14:00,10.6,,4.6,50.0,57.0,1016.3,0.6,1.31,,9.0,13.1
18062,168,여수,2021-01-24 15:00,10.5,,5.3,70.0,58.0,1015.5,0.3,0.91,,8.0,12.9
18063,168,여수,2021-01-24 16:00,10.3,,7.2,50.0,55.0,1015.2,0.2,0.52,,7.0,10.8
18064,168,여수,2021-01-24 17:00,10.2,,5.2,70.0,54.0,1016.9,0.9,0.54,,7.0,9.3
18065,168,여수,2021-01-24 18:00,9.7,,4.8,50.0,55.0,1018.4,0.2,0.02,,7.0,6.6
18066,168,여수,2021-01-24 19:00,9.3,,4.7,70.0,59.0,1018.3,,,,9.0,6.1
18067,168,여수,2021-01-24 20:00,9.1,,6.0,70.0,60.0,1017.9,,,,6.0,5.7
18068,168,여수,2021-01-24 21:00,9.2,,6.5,70.0,57.0,1017.1,,,,7.0,5.9
18069,168,여수,2021-01-24 22:00,9.2,,6.9,70.0,56.0,1017.6,,,,9.0,5.9
18070,168,여수,2021-01-24 23:00,8.9,,3.1,50.0,57.0,1019.8,,,,10.0,6.0
18071,168,여수,2021-01-25 0:00,8.8,,1.7,20.0,58.0,1020.0,,,,9.0,6.0
18072,168,여수,2021-01-25 1:00,8.3,,4.4,50.0,62.0,1019.3,,,,7.0,5.1
18073,168,여수,2021-01-25 2:00,7.9,,3.6,70.0,68.0,1019.3,,,,9.0,5.1
18074,168,여수,2021-01-25 3:00,7.3,,1.5,70.0,69.0,1019.3,,,,6.0,4.3
18075,168,여수,2021-01-25 4:00,7.2,,4.1,70.0,69.0,1018.7,,,,6.0,4.1
18076,168,여수,2021-01-25 5:00,7.2,,4.0,70.0,70.0,1018.6,,,,7.0,4.2
18077,168,여수,2021-01-25 6:00,7.3,,5.2,70.0,68.0,1019.0,,,,5.0,4.2
18078,168,여수,2021-01-25 7:00,6.9,,,,69.0,1019.4,,,,0.0,3.6
18079,168,여수,2021-01-25 8:00,6.7,,6.0,70.0,70.0,1019.4,0.0,0.0,,0.0,3.8
18080,168,여수,2021-01-25 9:00,7.6,,5.8,50.0,65.0,1019.6,0.3,0.16,,0.0,5.4
18081,168,여수,2021-01-25 10:00,8.3,,6.5,50.0,64.0,1019.6,1.0,0.89,,0.0,7.6
18082,168,여수,2021-01-25 11:00,9.0,,7.2,50.0,62.0,1019.1,1.0,1.49,,0.0,11.5
18083,168,여수,2021-01-25 12:00,9.7,,7.0,70.0,60.0,1018.4,1.0,1.9,,5.0,15.9
18084,168,여수,2021-01-25 13:00,10.6,,6.6,50.0,58.0,1017.4,1.0,2.07,,4.0,18.6
18085,168,여수,2021-01-25 14:00,11.3,,5.2,50.0,56.0,1016.5,1.0,1.99,,3.0,20.3
18086,168,여수,2021-01-25 15:00,11.8,,4.3,50.0,54.0,1015.7,1.0,1.72,,0.0,19.2
18087,168,여수,2021-01-25 16:00,11.5,,3.4,90.0,56.0,1015.7,1.0,1.22,,4.0,13.3
18088,168,여수,2021-01-25 17:00,10.7,,2.8,90.0,66.0,1015.6,1.0,0.53,,0.0,9.6
18089,168,여수,2021-01-25 18:00,9.7,,3.6,90.0,70.0,1015.7,0.0,0.0,,8.0,7.9
18090,168,여수,2021-01-25 19:00,9.3,,2.9,90.0,71.0,1015.8,,,,5.0,6.5
18091,168,여수,2021-01-25 20:00,9.2,,1.7,70.0,66.0,1016.0,,,,9.0,6.5
18092,168,여수,2021-01-25 21:00,9.1,,3.5,70.0,65.0,1015.1,,,,9.0,6.4
18093,168,여수,2021-01-25 22:00,8.9,,4.3,70.0,66.0,1014.3,,,,7.0,5.6
18094,168,여수,2021-01-25 23:00,8.8,,5.2,70.0,66.0,1014.2,,,,7.0,5.8
18095,168,여수,2021-01-26 0:00,8.6,,5.0,50.0,69.0,1014.5,,,,7.0,5.8
18096,168,여수,2021-01-26 1:00,8.6,,5.5,20.0,67.0,1012.6,,,,7.0,6.1
18097,168,여수,2021-01-26 2:00,8.5,,3.7,50.0,67.0,1013.1,,,,8.0,6.5
18098,168,여수,2021-01-26 3:00,8.2,,6.9,50.0,68.0,1012.1,,,,10.0,6.6
18099,168,여수,2021-01-26 4:00,7.7,,5.6,50.0,72.0,1011.9,,,,10.0,5.9
18100,168,여수,2021-01-26 5:00,7.2,,4.6,50.0,79.0,1011.5,,,,10.0,5.8
18101,168,여수,2021-01-26 6:00,6.9,1.9,6.7,50.0,83.0,1011.2,,,,10.0,5.8
18102,168,여수,2021-01-26 7:00,6.7,,5.1,50.0,88.0,1011.2,,,,10.0,5.9
18103,168,여수,2021-01-26 8:00,6.5,,5.8,50.0,89.0,1011.3,0.0,0.0,,10.0,5.9
18104,168,여수,2021-01-26 9:00,6.2,4.4,8.1,50.0,91.0,1010.5,0.0,0.01,,10.0,6.0
18105,168,여수,2021-01-26 10:00,6.9,,3.5,50.0,90.0,1011.1,0.0,0.04,,10.0,6.8
18106,168,여수,2021-01-26 11:00,7.3,,3.5,20.0,92.0,1010.6,0.0,0.2,,10.0,8.3
18107,168,여수,2021-01-26 12:00,8.1,3.4,3.0,360.0,92.0,1009.3,0.0,0.37,,10.0,9.7
18108,168,여수,2021-01-26 13:00,7.5,,4.0,50.0,93.0,1008.5,0.0,0.23,,10.0,8.5
18109,168,여수,2021-01-26 14:00,7.8,,1.4,50.0,94.0,1008.2,0.0,0.14,,10.0,8.9
18110,168,여수,2021-01-26 15:00,8.2,0.3,1.4,360.0,95.0,1007.6,0.0,0.3,,10.0,9.6
18111,168,여수,2021-01-26 16:00,8.1,,2.6,360.0,92.0,1008.0,0.0,0.03,,10.0,8.7
18112,168,여수,2021-01-26 17:00,7.6,,2.2,50.0,92.0,1008.9,0.0,0.03,,10.0,8.1
18113,168,여수,2021-01-26 18:00,7.8,0.0,3.9,340.0,81.0,1009.0,0.3,0.01,,2.0,6.4
18114,168,여수,2021-01-26 19:00,8.0,,8.1,320.0,73.0,1009.7,,,,8.0,5.5
18115,168,여수,2021-01-26 20:00,8.0,,5.6,340.0,73.0,1009.6,,,,5.0,5.2
18116,168,여수,2021-01-26 21:00,7.7,0.1,2.7,360.0,74.0,1010.5,,,,4.0,4.6
18117,168,여수,2021-01-26 22:00,7.4,,2.8,290.0,73.0,1010.5,,,,4.0,4.2
18118,168,여수,2021-01-26 23:00,6.9,,4.1,320.0,75.0,1010.4,,,,4.0,4.0
18119,168,여수,2021-01-27 0:00,6.3,,2.3,290.0,76.0,1011.0,,,,1.0,3.1
18120,168,여수,2021-01-27 1:00,5.9,,6.5,320.0,76.0,1011.5,,,,0.0,3.3
18121,168,여수,2021-01-27 2:00,5.5,,6.1,320.0,74.0,1012.3,,,,0.0,2.9
18122,168,여수,2021-01-27 3:00,4.9,,6.6,320.0,75.0,1012.7,,,,0.0,2.6
18123,168,여수,2021-01-27 4:00,4.7,,7.6,320.0,73.0,1012.6,,,,0.0,2.3
18124,168,여수,2021-01-27 5:00,4.5,,3.4,360.0,69.0,1012.8,,,,0.0,1.6
18125,168,여수,2021-01-27 6:00,3.8,,2.0,360.0,71.0,1012.8,,,,2.0,1.2
18126,168,여수,2021-01-27 7:00,3.4,,1.1,270.0,70.0,1013.2,,,,3.0,0.6
18127,168,여수,2021-01-27 8:00,3.0,,0.2,0.0,72.0,1013.9,0.0,0.01,,6.0,0.6
18128,168,여수,2021-01-27 9:00,4.0,,0.9,360.0,64.0,1014.1,0.3,0.22,,0.0,2.0
18129,168,여수,2021-01-27 10:00,5.6,,2.9,70.0,46.0,1014.9,1.0,1.11,,0.0,5.2
18130,168,여수,2021-01-27 11:00,6.0,,3.7,70.0,46.0,1014.2,1.0,1.74,,0.0,9.3
18131,168,여수,2021-01-27 12:00,7.1,,5.2,70.0,33.0,1013.9,1.0,2.16,,0.0,13.1
18132,168,여수,2021-01-27 13:00,7.5,,3.1,90.0,36.0,1012.9,1.0,2.32,,0.0,15.7
18133,168,여수,2021-01-27 14:00,9.0,,1.6,160.0,29.0,1013.1,1.0,2.22,,0.0,16.9
18134,168,여수,2021-01-27 15:00,9.5,,1.1,250.0,31.0,1013.0,1.0,1.71,,5.0,13.3
18135,168,여수,2021-01-27 16:00,8.8,,1.4,70.0,33.0,1012.5,0.7,0.8,,7.0,10.3
18136,168,여수,2021-01-27 17:00,8.3,,1.9,50.0,30.0,1012.4,0.2,0.32,,5.0,7.3
18137,168,여수,2021-01-27 18:00,7.9,,1.6,50.0,33.0,1012.2,0.0,0.02,,9.0,5.3
18138,168,여수,2021-01-27 19:00,7.0,,0.9,230.0,43.0,1012.5,,,,8.0,4.2
18139,168,여수,2021-01-27 20:00,6.3,,0.4,0.0,37.0,1012.5,,,,7.0,3.1
18140,168,여수,2021-01-27 21:00,5.9,,0.4,0.0,49.0,1012.8,,,,7.0,2.6
18141,168,여수,2021-01-27 22:00,5.6,,1.7,50.0,47.0,1012.5,,,,9.0,2.5
18142,168,여수,2021-01-27 23:00,5.6,,0.9,70.0,54.0,1012.3,,,,9.0,2.4
18143,168,여수,2021-01-28 0:00,4.9,,0.8,110.0,53.0,1011.9,,,,6.0,1.5
18144,168,여수,2021-01-28 1:00,4.6,,1.4,90.0,63.0,1011.4,,,,5.0,1.2
18145,168,여수,2021-01-28 2:00,4.1,,1.3,70.0,60.0,1010.8,,,,7.0,0.7
18146,168,여수,2021-01-28 3:00,3.9,,1.1,90.0,58.0,1010.3,,,,7.0,0.6
18147,168,여수,2021-01-28 4:00,3.4,,0.4,0.0,59.0,1009.9,,,,7.0,0.4
18148,168,여수,2021-01-28 5:00,3.5,,1.3,90.0,57.0,1009.3,,,,8.0,0.8
18149,168,여수,2021-01-28 6:00,3.2,,0.7,270.0,53.0,1008.5,,,,6.0,0.4
18150,168,여수,2021-01-28 7:00,3.3,,1.1,200.0,59.0,1009.0,,,,8.0,1.4
18151,168,여수,2021-01-28 8:00,3.4,,1.3,180.0,64.0,1008.4,0.0,0.0,,6.0,1.6
18152,168,여수,2021-01-28 9:00,4.1,,1.7,200.0,61.0,1008.2,0.4,0.12,,4.0,2.8
18153,168,여수,2021-01-28 10:00,7.0,,7.3,270.0,37.0,1008.0,1.0,0.93,,0.0,5.4
18154,168,여수,2021-01-28 11:00,7.0,,8.1,270.0,39.0,1008.0,1.0,1.62,,0.0,8.7
18155,168,여수,2021-01-28 12:00,8.5,,5.9,270.0,40.0,1006.7,1.0,2.0,,0.0,13.1
18156,168,여수,2021-01-28 13:00,9.3,,8.7,270.0,47.0,1005.4,1.0,2.12,,6.0,14.1
18157,168,여수,2021-01-28 14:00,8.0,,12.0,270.0,60.0,1005.1,0.4,0.78,,7.0,11.0
18158,168,여수,2021-01-28 15:00,7.0,0.0,8.9,270.0,56.0,1005.1,0.8,1.14,,8.0,9.6
18159,168,여수,2021-01-28 16:00,5.2,,13.1,320.0,45.0,1005.5,0.8,0.89,,8.0,5.5
18160,168,여수,2021-01-28 17:00,3.6,,8.3,320.0,48.0,1006.9,0.8,0.5,,7.0,3.6
18161,168,여수,2021-01-28 18:00,0.8,,9.6,320.0,69.0,1008.6,0.4,0.08,,3.0,0.5
18162,168,여수,2021-01-28 19:00,-0.4,,10.4,290.0,66.0,1009.8,,,,7.0,-0.4
18163,168,여수,2021-01-28 20:00,-0.8,,11.4,290.0,63.0,1011.0,,,,7.0,-0.6
18164,168,여수,2021-01-28 21:00,-1.4,0.1,11.7,290.0,54.0,1011.7,,,,4.0,-1.5
18165,168,여수,2021-01-28 22:00,-2.0,,9.5,320.0,63.0,1012.2,,,,8.0,-1.8
18166,168,여수,2021-01-28 23:00,-2.6,,13.8,290.0,56.0,1012.5,,,,4.0,-2.5
18167,168,여수,2021-01-29 0:00,-3.0,0.0,11.9,290.0,54.0,1013.0,,,,3.0,-3.0
18168,168,여수,2021-01-29 1:00,-3.6,,11.0,290.0,57.0,1013.6,,,,5.0,-3.2
18169,168,여수,2021-01-29 2:00,-4.0,,9.3,290.0,62.0,1013.8,,,,5.0,-3.5
18170,168,여수,2021-01-29 3:00,-4.4,0.1,7.3,320.0,56.0,1014.2,,,,4.0,-3.7
18171,168,여수,2021-01-29 4:00,-4.7,,11.1,290.0,53.0,1014.2,,,,6.0,-4.2
18172,168,여수,2021-01-29 5:00,-5.0,,9.5,320.0,53.0,1014.4,,,,4.0,-4.6
18173,168,여수,2021-01-29 6:00,-5.4,,6.5,290.0,57.0,1014.8,,,,5.0,-4.5
18174,168,여수,2021-01-29 7:00,-5.7,,8.0,320.0,56.0,1015.4,,,,2.0,-5.1
18175,168,여수,2021-01-29 8:00,-5.9,,8.4,290.0,54.0,1016.3,0.0,0.0,,0.0,-5.0
18176,168,여수,2021-01-29 9:00,-5.1,,6.3,290.0,53.0,1016.7,0.4,0.17,,0.0,-3.6
18177,168,여수,2021-01-29 10:00,-4.1,,9.2,290.0,50.0,1017.1,1.0,0.99,,0.0,-2.1
18178,168,여수,2021-01-29 11:00,-3.0,,12.3,290.0,48.0,1017.1,1.0,1.61,,0.0,1.2
18179,168,여수,2021-01-29 12:00,-1.8,,12.7,290.0,40.0,1016.6,1.0,2.04,,0.0,5.1
18180,168,여수,2021-01-29 13:00,-0.5,,7.5,320.0,36.0,1016.7,1.0,2.21,,0.0,9.1
18181,168,여수,2021-01-29 14:00,0.7,,9.2,290.0,32.0,1016.1,1.0,2.14,,0.0,9.7
18182,168,여수,2021-01-29 15:00,1.5,,8.6,290.0,30.0,1016.2,1.0,1.83,,0.0,8.7
18183,168,여수,2021-01-29 16:00,1.4,,8.9,320.0,26.0,1016.0,1.0,1.3,,0.0,4.0
18184,168,여수,2021-01-29 17:00,0.7,,6.5,290.0,29.0,1016.5,1.0,0.61,,0.0,0.1
18185,168,여수,2021-01-29 18:00,-0.4,,5.9,290.0,31.0,1017.0,0.7,0.04,,0.0,-1.5
18186,168,여수,2021-01-29 19:00,-1.0,,6.2,290.0,31.0,1017.2,,,,0.0,-2.1
18187,168,여수,2021-01-29 20:00,-1.4,,5.2,250.0,32.0,1018.1,,,,0.0,-2.7
18188,168,여수,2021-01-29 21:00,-1.8,,5.6,270.0,35.0,1019.1,,,,0.0,-3.0
18189,168,여수,2021-01-29 22:00,-1.9,,4.2,320.0,37.0,1018.7,,,,0.0,-3.3
18190,168,여수,2021-01-29 23:00,-2.2,,1.9,340.0,40.0,1018.5,,,,0.0,-3.7
18191,168,여수,2021-01-30 0:00,-2.6,,3.8,270.0,42.0,1019.4,,,,0.0,-3.9
18192,168,여수,2021-01-30 1:00,-2.8,,2.0,320.0,47.0,1019.2,,,,0.0,-4.1
18193,168,여수,2021-01-30 2:00,-2.6,,4.4,320.0,51.0,1018.7,,,,3.0,-3.8
18194,168,여수,2021-01-30 3:00,-3.0,,2.5,290.0,56.0,1019.0,,,,0.0,-4.4
18195,168,여수,2021-01-30 4:00,-2.9,,1.4,340.0,56.0,1019.2,,,,0.0,-4.2
18196,168,여수,2021-01-30 5:00,-3.3,,1.5,290.0,59.0,1019.4,,,,0.0,-4.4
18197,168,여수,2021-01-30 6:00,-2.9,,0.8,290.0,61.0,1019.3,,,,8.0,-2.9
18198,168,여수,2021-01-30 7:00,-2.5,,0.5,340.0,64.0,1019.5,,,,8.0,-3.2
18199,168,여수,2021-01-30 8:00,-2.3,,0.9,230.0,65.0,1019.4,0.0,0.0,,6.0,-2.4
18200,168,여수,2021-01-30 9:00,-1.2,,1.0,230.0,67.0,1019.5,0.0,0.02,,9.0,0.2
18201,168,여수,2021-01-30 10:00,0.7,,2.4,230.0,69.0,1019.5,0.5,0.36,,3.0,2.6
18202,168,여수,2021-01-30 11:00,3.0,,3.3,200.0,68.0,1019.3,1.0,1.31,,2.0,9.3
18203,168,여수,2021-01-30 12:00,5.7,,5.6,230.0,59.0,1018.5,1.0,1.89,,2.0,14.3
18204,168,여수,2021-01-30 13:00,8.1,,8.5,250.0,53.0,1017.3,1.0,2.17,,4.0,15.8
18205,168,여수,2021-01-30 14:00,8.7,,8.6,230.0,51.0,1016.8,1.0,2.07,,3.0,16.9
18206,168,여수,2021-01-30 15:00,8.7,,7.0,250.0,52.0,1017.0,0.9,1.21,,6.0,10.9
18207,168,여수,2021-01-30 16:00,8.9,,4.4,250.0,51.0,1017.4,0.2,0.36,,5.0,9.2
18208,168,여수,2021-01-30 17:00,8.9,,3.9,250.0,49.0,1017.6,0.8,0.29,,3.0,6.9
18209,168,여수,2021-01-30 18:00,8.2,,5.2,270.0,50.0,1018.0,0.4,0.04,,4.0,4.7
18210,168,여수,2021-01-30 19:00,7.5,,3.6,290.0,57.0,1018.5,,,,1.0,3.3
18211,168,여수,2021-01-30 20:00,7.2,,2.7,270.0,59.0,1019.1,,,,4.0,3.4
18212,168,여수,2021-01-30 21:00,6.5,,3.5,270.0,64.0,1019.6,,,,0.0,2.2
18213,168,여수,2021-01-30 22:00,5.9,,3.0,270.0,69.0,1020.2,,,,0.0,1.5
18214,168,여수,2021-01-30 23:00,5.3,,3.2,290.0,72.0,1020.5,,,,0.0,0.9
18215,168,여수,2021-01-31 0:00,4.9,,3.2,290.0,75.0,1020.9,,,,0.0,0.3
